Original,LeetSpeak
granny,gr@nny
pork,p0rk
zu,zu
equilibrium,3qu!l!8r1um
viral,v1r4l
inquire,!nqu1r3
pipes,p1pes
characterized,ch4r@c73r1zed
laden,l4den
aruba,4rub@
cottages,cot7age$
realtor,r3@l7or
merge,merg3
privilege,pr!vil3g3
edgar,3dgar
develops,dev3l0p$
qualifying,qu@l!fying
chassis,ch@ss!$
dubai,du8@1
estimation,3$t1ma710n
barn,barn
pushing,pu5h1ng
llp,llp
fleece,fle3ce
pediatric,ped!@tric
boc,boc
fare,f@re
dg,dg
asus,@$u5
pierce,pi3rc3
allan,@ll4n
dressing,dre$$1ng
techrepublic,73chrepubl!c
sperm,sp3rm
vg,vg
bald,8@ld
filme,filme
craps,cr4p$
fuji,fuj!
frost,fro$t
leon,le0n
institutes,!n5t!7ute$
mold,m0ld
dame,d4m3
fo,fo
sally,54lly
yacht,y@cht
tracy,7racy
prefers,pref3r$
drilling,drilling
brochures,8rochur35
herb,h3rb
tmp,tmp
alot,alo7
ate,ate
breach,br3@ch
whale,whal3
traveller,7r4v3ller
appropriations,appropr1@710n5
suspected,5u5p3c7ed
tomatoes,70m@703s
benchmark,benchmark
beginners,beg!nner$
instructors,ins7ruct0rs
highlighted,highligh7ed
bedford,83dford
stationery,st@t1on3ry
idle,idl3
mustang,mu5tang
unauthorized,un@u7h0r1z3d
clusters,cluster5
antibody,@n7!b0dy
competent,comp3tent
momentum,m0m3n7um
fin,fin
wiring,wiring
io,io
pastor,p@$tor
mud,mud
calvin,c4lv!n
uni,uni
shark,$h@rk
contributor,con7r!8u7or
demonstrates,d3mon$tra73$
phases,ph@5es
grateful,gr47eful
emerald,3mer4ld
gradually,gr4dually
laughing,laugh1ng
grows,grow$
cliff,cliff
desirable,desir48le
tract,tr4c7
ul,ul
ballet,84lle7
ol,ol
journalist,journali57
abraham,a8rah4m
js,js
bumper,bumper
afterwards,@f73rw4rd5
webpage,w3bp4ge
religions,religion5
garlic,g4rlic
hostels,ho$t3l$
shine,shin3
senegal,s3neg@l
explosion,explo5!on
pn,pn
banned,84nn3d
wendy,w3ndy
briefs,8ri3fs
signatures,$1gn@ture5
diffs,d1ff$
cove,c0v3
mumbai,mumbai
ozone,ozone
disciplines,d1$c1plines
casa,c4$4
mu,mu
daughters,d4ught3rs
conversations,c0nv3r5@t!0n$
radios,r4dio$
tariff,7ariff
nvidia,nv1di4
opponent,0pp0n3n7
pasta,p@s7a
simplified,$!mpl1fied
muscles,muscl3$
serum,serum
wrapped,wr@pped
swift,5w!ft
motherboard,m07h3rb04rd
runtime,runtim3
inbox,inb0x
focal,focal
bibliographic,8!bl10gr4phic
vagina,v4gin@
eden,3den
distant,d15t4nt
incl,incl
champagne,champagne
ala,ala
decimal,d3cim@l
hq,hq
deviation,devi4ti0n
superintendent,$uper1n73ndent
propecia,pr0pec!a
dip,dip
nbc,nbc
samba,s@m84
hostel,h0stel
housewives,h0u$ewiv35
employ,employ
mongolia,m0ng0li@
penguin,p3ngu1n
magical,m4g1cal
influences,influence$
inspections,!nspect1on5
irrigation,!rrigati0n
miracle,mir@cl3
manually,m4nually
reprint,reprint
reid,r3!d
wt,wt
hydraulic,hydraulic
centered,c3ntered
robertson,r08ert$on
flex,fl3x
yearly,y34rly
penetration,p3n37rat10n
wound,wound
belle,8ell3
rosa,ro5a
conviction,conv!ct!on
hash,h4sh
omissions,om!$si0n5
writings,writ!ng$
hamburg,ham8urg
lazy,l@zy
mv,mv
mpg,mpg
retrieval,r3tr!3v@l
qualities,qu@l17!3s
cindy,cindy
lolita,l0l!t4
fathers,f@7h3r5
carb,c4rb
charging,ch@rging
cas,cas
marvel,m4rv3l
lined,l1ned
cio,cio
dow,dow
prototype,pr0t07ype
importantly,1mp0rt@n7ly
rb,rb
petite,petit3
apparatus,4pp4r47u$
upc,upc
terrain,t3rr@in
dui,dui
pens,pen$
explaining,3xpl@1n1ng
yen,yen
strips,str1p$
gossip,g0s$ip
rangers,r@ng3r5
nomination,n0m1n@7i0n
empirical,emp1ric4l
mh,mh
rotary,rotary
worm,worm
dependence,dep3nd3nc3
discrete,d!$cr3t3
beginner,8eginn3r
boxed,b0x3d
lid,lid
sexuality,s3xuality
polyester,p0ly3$7er
cubic,cubic
deaf,deaf
commitments,comm1tment5
suggesting,$ugg35ting
sapphire,$4pph!re
kinase,k!n45e
skirts,skirt5
mats,m@t5
remainder,r3m@1nder
crawford,crawford
labeled,la83l3d
privileges,pr!v!leg35
televisions,7elev!sion$
specializing,$pec!4l1zing
marking,mark1ng
commodities,comm0d17ie5
pvc,pvc
serbia,5er81a
sheriff,sher!ff
griffin,griff!n
declined,d3clined
guyana,guy@n4
spies,$p135
blah,8lah
mime,m!me
neighbor,neighb0r
motorcycles,motorcycl3$
elect,elec7
highways,h!ghways
thinkpad,7hinkp@d
concentrate,concentr473
intimate,!n7!m@73
reproductive,reproduc7!ve
preston,pr3$ton
deadly,d3@dly
cunt,cunt
feof,f3of
bunny,8unny
chevy,chevy
molecules,m0l3cules
rounds,round5
longest,l0nges7
refrigerator,refr!ger@7or
tions,t10ns
intervals,1n7erv4l5
sentences,sent3nces
dentists,den7!st5
usda,usda
exclusion,3xclu$!0n
workstation,work5ta710n
holocaust,holocau57
keen,ke3n
flyer,flyer
peas,p3as
dosage,do$4g3
receivers,receiv3r5
urls,urls
customise,cu$tomise
disposition,d1spo$i7!on
variance,v4r!@nc3
navigator,naviga7or
investigators,1nv3$71g47ors
cameroon,c@m3roon
baking,8ak!ng
marijuana,m@r!ju4n4
adaptive,4d@p7ive
computed,computed
needle,needle
baths,b@th5
enb,enb
gg,gg
cathedral,ca7hedr@l
brakes,br@k3s
og,og
nirvana,n!rv@n4
ko,ko
fairfield,f4irfield
owns,own5
til,til
invision,1nvis!0n
sticky,$7icky
destiny,de571ny
generous,g3n3r0u$
madness,m4dn3$5
emacs,emac$
climb,clim8
blowing,blowing
fascinating,f@$c!n@ting
landscapes,land5c@p3$
heated,h3ated
lafayette,laf@yett3
jackie,j@ck13
wto,wto
computation,comput47!0n
hay,hay
cardiovascular,c4rdi0v@scul@r
ww,ww
sparc,$p4rc
cardiac,c@rd14c
salvation,5alvat!on
dover,dover
adrian,@dr1an
predictions,predic71on$
accompanying,4ccompany1ng
vatican,vat1can
brutal,bru7@l
learners,l3@rner5
gd,gd
selective,select1ve
arbitration,4rb17r471on
configuring,configur1ng
token,7ok3n
editorials,3d!tor!4ls
zinc,z!nc
sacrifice,s@cr1f1c3
seekers,s33ker5
guru,guru
isa,isa
removable,r3mov48le
convergence,conv3rgenc3
yields,y!3ld$
gibraltar,gi8r@l7@r
levy,l3vy
suited,su!7ed
numeric,numeric
anthropology,4n7hropol0gy
skating,$k471ng
kinda,k1nda
aberdeen,a8erde3n
emperor,emp3ror
grad,gr@d
malpractice,malpr@c7!c3
dylan,dyl@n
bras,bras
belts,b3lt$
blacks,8lack5
educated,educ@t3d
rebates,r38@te$
reporters,r3por7er5
burke,burk3
proudly,proudly
pix,pix
necessity,neces51ty
rendering,rend3ring
mic,mic
inserted,in53rted
pulling,pull1ng
basename,b@sen@me
kyle,kyle
obesity,o8es!ty
curves,curv35
suburban,$u8urb4n
touring,tour!ng
clara,cl@ra
vertex,v3r7ex
bw,bw
hepatitis,hep@7!ti5
nationally,na7!0n@lly
tomato,7omat0
andorra,@nd0rra
waterproof,w47erpr0of
expired,3xpir3d
mj,mj
travels,7r4v3l$
flush,flush
waiver,wa!v3r
pale,pal3
specialties,spec!alti3s
hayes,haye5
humanitarian,hum@n!t@r1an
invitations,1nv!7a710ns
functioning,funct!0ning
delight,del!ght
survivor,$urv!v0r
garcia,g@rc!a
cingular,c!ngular
economies,3c0n0m!35
alexandria,alex4ndri4
bacterial,b@c73r14l
moses,mo$e5
counted,c0unt3d
undertake,und3r7@k3
declare,d3clar3
continuously,cont1nu0usly
johns,j0hn5
valves,v@lves
gaps,gap$
impaired,imp@!red
achievements,achi3vemen75
donors,don0r5
tear,t3@r
jewel,j3w3l
teddy,7eddy
lf,lf
convertible,convert!bl3
ata,ata
teaches,t3@che$
ventures,v3n7ure$
nil,nil
bufing,8uf1ng
stranger,s7r@ng3r
tragedy,trag3dy
julian,jul!4n
nest,n3st
pam,pam
dryer,dry3r
painful,p4!nful
velvet,velve7
tribunal,tribunal
ruled,ruled
nato,nat0
pensions,pen$10n$
prayers,pr@yers
funky,funky
secretariat,5ecr374r1@t
nowhere,nowh3r3
cop,cop
paragraphs,p@r@graphs
gale,gale
joins,jo1n5
adolescent,ad0l3sc3n7
nominations,nom!na7!on5
wesley,we$ley
dim,dim
lately,l4t3ly
cancelled,cancell3d
scary,5cary
mattress,m@ttre5$
mpegs,mpeg$
brunei,8rune1
likewise,l!kew!$3
banana,8an@n@
introductory,in7roductory
slovak,$lov@k
cakes,c4ke5
stan,57@n
reservoir,r3$erv0!r
occurrence,0ccurrenc3
idol,1dol
bloody,8loody
mixer,m1xer
remind,rem!nd
wc,wc
worcester,worces7er
sbjct,sbjc7
demographic,d3mogr@ph!c
charming,ch@rming
mai,mai
tooth,t0oth
disciplinary,d15ciplin@ry
annoying,@nnoy!ng
respected,r35pec73d
stays,$7ays
disclose,d15clo5e
affair,4ffair
drove,dr0v3
washer,w4sher
upset,up$et
restrict,r3str1ct
springer,$pr1ng3r
beside,8e$!de
mines,m!ne5
portraits,por7r4!t$
rebound,re8ound
logan,l0g4n
mentor,men70r
interpreted,1n73rpre73d
evaluations,ev@lu4710n$
fought,fought
baghdad,8@ghd@d
elimination,el!mina7!0n
metres,metres
hypothetical,hypo7he7!cal
immigrants,1mmigran75
complimentary,c0mpl1m3n74ry
helicopter,h3l1c0pt3r
pencil,p3nc!l
freeze,fr3eze
hk,hk
performer,p3rformer
abu,abu
titled,7!7led
commissions,comm!$$10n5
sphere,5pher3
powerseller,p0w3rs3ll3r
moss,m0$5
ratios,ratio$
concord,c0ncord
graduated,gr4du473d
endorsed,endor5ed
ty,ty
surprising,surpri51ng
walnut,walnu7
lance,l@nc3
ladder,l4dder
italia,1talia
unnecessary,unn3ce$s@ry
dramatically,dram@t!c4lly
liberia,li83r14
sherman,$herman
cork,c0rk
maximize,m@ximiz3
cj,cj
hansen,h4ns3n
senators,53n4tor5
workout,workou7
mali,m4l1
yugoslavia,yugosl@v!a
bleeding,8l3ed!ng
characterization,ch4r@cter1zat1on
colon,col0n
likelihood,l!k3l1h0od
lanes,l4n35
purse,pur5e
fundamentals,fundamental5
contamination,c0n74m!na7ion
mtv,mtv
endangered,endanger3d
compromise,compr0m!$3
masturbation,m@57urb4tion
optimize,op7im!z3
stating,s74t!ng
dome,d0me
caroline,c4roline
leu,leu
expiration,exp1r4ti0n
namespace,name5pac3
align,4l1gn
peripheral,per1ph3r4l
bless,ble$s
engaging,3ng4ging
negotiation,neg07!@t!0n
crest,crest
opponents,opponents
triumph,tr!umph
nominated,n0m!n@73d
confidentiality,conf1d3nt!4li7y
electoral,elector4l
changelog,ch@ngelog
welding,w3ld1ng
orgasm,0rgasm
deferred,def3rr3d
alternatively,4ltern47iv3ly
heel,heel
alloy,all0y
condos,condo5
plots,pl07$
polished,polish3d
yang,y@ng
gently,g3n7ly
greensboro,gre3n$80r0
tulsa,tul$@
locking,lock!ng
casey,ca53y
controversial,con7r0ver$ial
draws,dr4w5
fridge,fridge
blanket,bl4nket
bloom,bl00m
qc,qc
simpsons,51mp$0n5
lou,lou
elliott,ellio77
recovered,r3c0vered
fraser,fra$er
justify,ju57ify
upgrading,upgrading
blades,8l@d3s
pgp,pgp
loops,l00ps
surge,$urge
frontpage,fron7pag3
trauma,traum4
aw,aw
tahoe,t@ho3
advert,adv3r7
possess,p0$s3$$
demanding,dem@nd1ng
defensive,defens1v3
sip,sip
flashers,fl@5h3r5
subaru,su8@ru
forbidden,forb1dd3n
tf,tf
vanilla,v4nilla
programmers,programmer$
pj,pj
monitored,mon1tored
installations,!nst@ll@71on5
deutschland,d3u75chl4nd
picnic,picn!c
souls,$0ul$
arrivals,arriv@l5
spank,5p4nk
cw,cw
practitioner,pr@ct!7!oner
motivated,mot!v473d
wr,wr
dumb,dumb
smithsonian,$mi7h$on1an
hollow,h0llow
vault,vaul7
securely,secur3ly
examining,ex@min1ng
fioricet,f!oricet
groove,gro0ve
revelation,r3v3l@71on
rg,rg
pursuit,pursu!7
delegation,d3legat10n
wires,w!res
bl,bl
dictionaries,d1c7i0nar!3$
mails,m@!l$
backing,backing
greenhouse,gr33nh0u$3
sleeps,5le3p$
vc,vc
blake,blak3
transparency,7r4nsp4r3ncy
dee,dee
travis,7r@vi$
wx,wx
endless,endle55
figured,f!gured
orbit,0rb17
currencies,currenc1es
niger,nig3r
bacon,bacon
survivors,surv1vors
positioning,p0$i7i0n!ng
heater,h3@7er
colony,c0l0ny
cannon,cannon
circus,c1rcu$
promoted,prom0ted
forbes,f0rbe$
mae,mae
moldova,mold0va
mel,mel
descending,de$c3nd1ng
paxil,p4x!l
spine,$pine
trout,trout
enclosed,3ncl0$3d
feat,f3@t
temporarily,73mp0r@r!ly
ntsc,n75c
cooked,co0k3d
thriller,thr1ll3r
transmit,tr4nsmi7
apnic,@pn1c
fatty,f477y
gerald,ger4ld
pressed,pr3$s3d
frequencies,frequenc13$
scanned,scanned
reflections,r3fl3ct10n5
hunger,hung3r
mariah,m@ri4h
sic,sic
municipality,mun1c!pal!7y
usps,u$p$
joyce,joyce
detective,det3ctiv3
surgeon,$urgeon
cement,c3m3n7
experiencing,3xp3r13nc1ng
fireplace,f!r3pl@ce
endorsement,endors3m3n7
bg,bg
planners,pl4nner5
disputes,d1$putes
textiles,73x7ile5
missile,mi$5!le
intranet,!n7r@n3t
closes,clo5e5
seq,seq
psychiatry,p$ych!@7ry
persistent,per$i$tent
deborah,de8or@h
conf,conf
marco,m@rc0
assists,a55!$ts
summaries,5umm4rie5
glow,glow
gabriel,ga8r!3l
auditor,@ud170r
wma,wma
aquarium,4qu@rium
violin,vi0l1n
prophet,pr0phet
cir,cir
bracket,8r@cke7
looksmart,lo0k$m4r7
isaac,!5@@c
oxide,ox!de
oaks,04k$
magnificent,m@gn!f!c3nt
erik,er1k
colleague,c0ll3ague
naples,napl3s
promptly,promp7ly
modems,modem$
adaptation,@d@pt471on
hu,hu
harmful,h@rmful
paintball,p@1n7ball
prozac,prozac
sexually,$3xu4lly
enclosure,3ncl0$ure
acm,acm
dividend,d!vid3nd
newark,new@rk
kw,kw
paso,pa$0
glucose,glucose
phantom,phant0m
norm,n0rm
playback,pl@y8@ck
supervisors,$up3rvisor$
westminster,we57m1nster
turtle,tur7l3
ips,ips
distances,di5tance$
absorption,4bsorp71on
treasures,7rea$ure$
dsc,dsc
warned,w@rn3d
neural,neur4l
ware,w4r3
fossil,f05s1l
mia,mia
hometown,h0m37own
badly,84dly
transcripts,tr@nscr!pt$
apollo,ap0llo
wan,wan
disappointed,di54pp01nted
persian,pers!@n
continually,c0n71nu4lly
communist,commun!$t
collectible,c0ll3ct18le
handmade,handmade
greene,green3
entrepreneurs,entrepren3ur$
robots,r08ot5
grenada,gr3nad4
creations,cr34t!on$
jade,j4de
scoop,$coop
acquisitions,4cqu!$1t!ons
foul,foul
keno,k3no
gtk,gtk
earning,3@rn!ng
mailman,m@ilm4n
sanyo,s4ny0
nested,n357ed
biodiversity,8!0div3rsi7y
excitement,exc17emen7
somalia,s0m@l1@
movers,mov3r5
verbal,v3rbal
blink,bl1nk
presently,pre$3ntly
seas,$eas
carlo,c4rl0
workflow,w0rkfl0w
mysterious,mys7er10us
novelty,n0v3lty
bryant,8ry4nt
tiles,t1l35
voyuer,v0yu3r
librarian,l!br@r!@n
subsidiaries,5u8$id!4ri35
switched,sw!7ch3d
stockholm,s70ckholm
tamil,t4mil
garmin,g4rm1n
ru,ru
pose,p0$e
fuzzy,fuzzy
indonesian,1ndone51@n
grams,gr4ms
therapist,7h3r4p!57
richards,r1ch@rd5
mrna,mrna
budgets,8udg3t5
toolkit,toolki7
promising,promi51ng
relaxation,rel4x4t!0n
goat,goat
render,render
carmen,carm3n
ira,ira
sen,sen
thereafter,7her3@fter
hardwood,h4rdw0od
erotica,3r0t!c@
temporal,temp0ral
sail,5ail
forge,forg3
commissioners,c0mmission3rs
dense,d3ns3
dts,dts
brave,8r4v3
forwarding,f0rw4rding
qt,qt
awful,awful
nightmare,n!ghtm@re
airplane,41rpl4n3
reductions,reduc7ion5
southampton,$ou7h@mp70n
istanbul,i574nbul
impose,!mp0s3
organisms,organism5
sega,$eg@
telescope,tel3sc0pe
viewers,v!3wer$
asbestos,@sb3570s
portsmouth,p0r7smou7h
cdna,cdn4
meyer,meyer
enters,3nters
pod,pod
savage,s4v@g3
advancement,@dv4ncem3n7
wu,wu
harassment,h4r4s$men7
willow,will0w
resumes,r35um3s
bolt,8ol7
gage,g@ge
throwing,7hrowing
existed,ex1s73d
whore,wh0re
generators,gen3r@70r$
lu,lu
wagon,wagon
barbie,8arb1e
dat,dat
favour,f@v0ur
soa,soa
knock,kn0ck
urge,urge
smtp,5mtp
generates,gen3r473s
potatoes,pota7o3s
thorough,thorough
replication,replica7!0n
inexpensive,in3xp3n$ive
kurt,kurt
receptors,rec3pt0r$
peers,pe3r5
roland,r0land
optimum,op7imum
neon,n3on
interventions,in7erv3n71ons
quilt,qu1lt
huntington,hun7!ng7on
creature,creature
ours,0urs
mounts,m0un7s
syracuse,syracu5e
internship,!nternsh!p
lone,l0n3
refresh,r3fr3sh
aluminium,alum!nium
snowboard,$n0wboard
beastality,b34s74l17y
webcast,we8c@57
michel,m!chel
evanescence,ev4nesc3nc3
subtle,$u8tle
coordinated,c0ordin4ted
notre,n07re
shipments,shipm3n75
maldives,m@ld!v3s
stripes,$tr1p35
firmware,f1rmwar3
antarctica,4nt@rc71c4
cope,c0pe
shepherd,shepherd
lm,lm
canberra,can8err@
cradle,cr4dle
chancellor,ch4ncell0r
mambo,mambo
lime,lim3
kirk,kirk
flour,fl0ur
controversy,con7r0v3r5y
legendary,leg3nd4ry
bool,80ol
sympathy,$ympathy
choir,choir
avoiding,4vo!ding
beautifully,834u7!fully
blond,8l0nd
expects,3xpect5
cho,cho
jumping,jumping
fabrics,f4br1c5
antibodies,anti80d13$
polymer,polymer
hygiene,hygi3ne
wit,wit
poultry,p0ultry
virtue,v1rtu3
burst,bur$7
examinations,examin47ions
surgeons,surgeons
bouquet,8ouque7
immunology,immun0logy
promotes,prom073$
mandate,mand4te
wiley,wil3y
departmental,depar7men7@l
bbs,bbs
spas,$p@$
ind,ind
corpus,corpu5
johnston,john$70n
terminology,term1nol0gy
gentleman,g3ntlem4n
fibre,f!br3
reproduce,reproduc3
convicted,conv1ct3d
shades,$hade$
jets,jet5
indices,!nd1c3$
roommates,r0omma7es
adware,@dw4re
qui,qui
intl,1ntl
threatening,thr3473ning
spokesman,5poke$m@n
zoloft,z0l0ft
activists,act!vi$t5
frankfurt,fr4nkfurt
prisoner,pri50n3r
daisy,d4i5y
halifax,h4lif4x
encourages,encour@g3$
ultram,ul7ram
cursor,cursor
assembled,4s$3m8led
earliest,earl!e$t
donated,dona73d
stuffed,s7uff3d
restructuring,r35tructur1ng
insects,1n53ct5
terminals,7ermin@l$
crude,crud3
morrison,m0rr1$on
maiden,m4iden
simulations,5imul47!0n$
cz,cz
sufficiently,5uff1ci3n7ly
examines,3xamines
viking,vik!ng
myrtle,myr7l3
bored,8or3d
cleanup,cle@nup
yarn,yarn
knit,kn!7
conditional,cond1710n4l
mug,mug
crossword,cros$word
bother,8o7h3r
budapest,budap3s7
conceptual,c0nceptual
knitting,kn!tt!ng
attacked,477acked
hl,hl
bhutan,bhu7@n
liechtenstein,l!echt3ns7ein
mating,m@t1ng
compute,c0mput3
redhead,redh3@d
arrives,@rrive5
translator,tr@nsl@70r
automobiles,4u70m0b!les
tractor,7r4ct0r
allah,4ll@h
continent,contin3nt
ob,ob
unwrap,unwr@p
fares,f@r3s
longitude,l0ng1tude
resist,r35i5t
challenged,ch@lleng3d
telecharger,tel3ch4rg3r
hoped,h0ped
pike,p!k3
safer,$4f3r
insertion,1n53r710n
instrumentation,instrum3nta7i0n
ids,ids
hugo,hugo
wagner,wagner
constraint,con$7ra1n7
groundwater,gr0undw@t3r
touched,touch3d
strengthening,strengthen1ng
cologne,c0l0gn3
gzip,gzip
wishing,w15h!ng
ranger,r@ng3r
smallest,$m@lles7
insulation,!n$ul4t!on
newman,n3wman
marsh,m@r5h
ricky,ricky
ctrl,ctrl
scared,5c@r3d
theta,7h3t4
infringement,!nfring3m3nt
bent,8ent
laos,l4o5
subjective,5ubj3c7!v3
monsters,mons7ers
asylum,4$ylum
lightbox,ligh7box
robbie,r088!3
stake,stake
cocktail,c0ckt@!l
outlets,outle7s
swaziland,5w@z!l4nd
varieties,vari37i3s
arbor,ar80r
mediawiki,med!4w!k!
configurations,c0nf1gura71ons
poison,p01$0n
